entropy,entropy80,entropy60,entropy40,entropy20,normJobSize,normCon,disPos1,disPos2,disPos3,dominantDegree,predAveLoss,aveLoss,policy
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,20,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,25,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,30,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,35,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,40,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,0,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,5,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,10,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,15,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,20,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,25,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,30,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,35,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,40,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,0,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,5,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,10,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,15,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,20,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,25,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,30,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,35,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,40,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,0,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,5,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,10,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,15,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,20,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,25,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,30,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,35,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,40,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,0,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,5,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,10,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,15,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,20,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,25,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,30,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,35,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,40,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,0,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,5,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,10,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,15,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,20,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,25,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,30,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,35,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,40,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,0,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,5,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,10,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,15,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,20,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,25,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,30,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,35,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,40,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,0,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,5,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,10,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,15,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,20,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,25,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,30,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,35,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,0,0,40,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,0,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,5,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,10,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,15,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,20,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,25,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,30,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,35,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,1,0,40,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,0,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,5,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,10,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,15,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,20,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,25,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,30,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,35,P
0.0,0.0,0.0,0.0,0.0,2,2,3,5,7,2,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,2,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,15,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,20,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,25,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,30,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,35,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,0,0,40,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,0,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,5,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,10,P
0.0,0.0,0.0,0.0,0.0,1,1,3,5,7,1,0,15,P
